il;ilce;hayvan;buyukbas_kucukbas_kanatli_diger;hayvan_sayisi_adet;atik_miktari_ton;enerji_esdegeri_tep_yil
Kastamonu;Doðanyurt;KATIR;Büyükbaþ Hayvan;154;674,5;46267
Kastamonu;Ýhsangazi;KATIR;Büyükbaþ Hayvan;45;197,1;0,8
Kastamonu;Ýnebolu;KATIR;Büyükbaþ Hayvan;92;403;46204
Kastamonu;Küre;KATIR;Büyükbaþ Hayvan;64;280,3;46054
Kastamonu;Merkez;KATIR;Büyükbaþ Hayvan;14;61,3;0,3
Kastamonu;Pýnarbaþý;KATIR;Büyükbaþ Hayvan;2;46242;0
Kastamonu;Þenpazar;KATIR;Büyükbaþ Hayvan;132;578,2;46144
Kastamonu;Taþköprü;KATIR;Büyükbaþ Hayvan;19;83,2;0,4
Kastamonu;Tosya;KATIR;Büyükbaþ Hayvan;13;56,9;0,2
Kastamonu;Aðlý;MANDA;Büyükbaþ Hayvan;24;175,2;46082
Kastamonu;Araç;MANDA;Büyükbaþ Hayvan;61;445,3;46084
Kastamonu;Azdavay;MANDA;Büyükbaþ Hayvan;21;153,3;46023
Kastamonu;Bozkurt;MANDA;Büyükbaþ Hayvan;5;36,5;0,3
Kastamonu;Çatalzeytin;MANDA;Büyükbaþ Hayvan;8;58,4;0,4
Kastamonu;Cide;MANDA;Büyükbaþ Hayvan;874;6380,2;47,8
Kastamonu;Daday;MANDA;Büyükbaþ Hayvan;70;511;46237
Kastamonu;Devrekani;MANDA;Büyükbaþ Hayvan;51;372,3;46236
Kastamonu;Hanönü;MANDA;Büyükbaþ Hayvan;19;138,7;1
Kastamonu;Ýhsangazi;MANDA;Büyükbaþ Hayvan;58;423,4;46056
Kastamonu;Merkez;MANDA;Büyükbaþ Hayvan;460;3358;46078
Kastamonu;Pýnarbaþý;MANDA;Büyükbaþ Hayvan;86;627,8;46207
Kastamonu;Seydiler;MANDA;Büyükbaþ Hayvan;40;292;46055
Kastamonu;Taþköprü;MANDA;Büyükbaþ Hayvan;40;292;46055
Kastamonu;Tosya;MANDA;Büyükbaþ Hayvan;107;781,1;46270
Kastamonu;Abana;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;75;684,4;46147
Kastamonu;Aðlý;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;3761;34319,1;275,6
Kastamonu;Araç;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;5057;46145,1;370,6
Kastamonu;Azdavay;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;3016;27521;221
Kastamonu;Bozkurt;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;700;6387,5;51,3
Kastamonu;Çatalzeytin;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;964;8796,5;70,6
Kastamonu;Cide;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;1200;10950;87,9
Kastamonu;Daday;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;9565;87280,6;700,9
Kastamonu;Devrekani;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;29748;271450,5;2179,8
Kastamonu;Doðanyurt;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;350;3193,8;46198
Kastamonu;Hanönü;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;2210;20166,3;161,9
Kastamonu;Ýhsangazi;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;7725;70490,6;566,1
Kastamonu;Ýnebolu;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;1253;11433,6;91,8
Kastamonu;Küre;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;2490;22721,3;182,5
Kastamonu;Merkez;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;59379;541833,4;4351,1
Kastamonu;Pýnarbaþý;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;925;8440,6;67,8
Kastamonu;Þenpazar;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;392;3577;46231
Kastamonu;Seydiler;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;5770;52651,3;422,8
Kastamonu;Taþköprü;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;28627;261221,4;2097,7
Kastamonu;Tosya;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;12156;110923,5;890,7
Kastamonu;Abana;SIÐIR (MELEZ);Büyükbaþ Hayvan;132;867,2;46178
Kastamonu;Aðlý;SIÐIR (MELEZ);Büyükbaþ Hayvan;2243;14736,5;94,7
Kastamonu;Araç;SIÐIR (MELEZ);Büyükbaþ Hayvan;8757;57533,5;369,6
Kastamonu;Azdavay;SIÐIR (MELEZ);Büyükbaþ Hayvan;7131;46850,7;301
Kastamonu;Bozkurt;SIÐIR (MELEZ);Büyükbaþ Hayvan;950;6241,5;40,1
Kastamonu;Çatalzeytin;SIÐIR (MELEZ);Büyükbaþ Hayvan;1054;6924,8;44,5
Kastamonu;Cide;SIÐIR (MELEZ);Büyükbaþ Hayvan;3539;23251,2;149,4
Kastamonu;Daday;SIÐIR (MELEZ);Büyükbaþ Hayvan;3484;22889,9;147
Kastamonu;Devrekani;SIÐIR (MELEZ);Büyükbaþ Hayvan;11110;72992,7;468,9
Kastamonu;Doðanyurt;SIÐIR (MELEZ);Büyükbaþ Hayvan;746;4901,2;46173
Kastamonu;Hanönü;SIÐIR (MELEZ);Büyükbaþ Hayvan;2187;14368,6;92,3
Kastamonu;Ýhsangazi;SIÐIR (MELEZ);Büyükbaþ Hayvan;3601;23658,6;152
Kastamonu;Ýnebolu;SIÐIR (MELEZ);Büyükbaþ Hayvan;2030;13337,1;85,7
Kastamonu;Küre;SIÐIR (MELEZ);Büyükbaþ Hayvan;1691;11109,9;71,4
Kastamonu;Merkez;SIÐIR (MELEZ);Büyükbaþ Hayvan;9152;60128,6;386,3
Kastamonu;Pýnarbaþý;SIÐIR (MELEZ);Büyükbaþ Hayvan;2849;18717,9;120,2
Kastamonu;Þenpazar;SIÐIR (MELEZ);Büyükbaþ Hayvan;1338;8790,7;56,5
Kastamonu;Seydiler;SIÐIR (MELEZ);Büyükbaþ Hayvan;2734;17962,4;115,4
Kastamonu;Taþköprü;SIÐIR (MELEZ);Büyükbaþ Hayvan;13523;88846,1;570,8
Kastamonu;Tosya;SIÐIR (MELEZ);Büyükbaþ Hayvan;7976;52402,3;336,6
Kastamonu;Abana;SIÐIR (YERLÝ);Büyükbaþ Hayvan;24;131,4;0,7
Kastamonu;Aðlý;SIÐIR (YERLÝ);Büyükbaþ Hayvan;64;350,4;46266
Kastamonu;Araç;SIÐIR (YERLÝ);Büyükbaþ Hayvan;2686;14705,9;78,7
Kastamonu;Azdavay;SIÐIR (YERLÝ);Büyükbaþ Hayvan;425;2326,9;46154
Kastamonu;Bozkurt;SIÐIR (YERLÝ);Büyükbaþ Hayvan;451;2469,2;46066
Kastamonu;Çatalzeytin;SIÐIR (YERLÝ);Büyükbaþ Hayvan;23;125,9;0,7
Kastamonu;Cide;SIÐIR (YERLÝ);Büyükbaþ Hayvan;2006;10982,9;58,8
Kastamonu;Daday;SIÐIR (YERLÝ);Büyükbaþ Hayvan;775;4243,1;46225
Kastamonu;Devrekani;SIÐIR (YERLÝ);Büyükbaþ Hayvan;1425;7801,9;41,8
Kastamonu;Doðanyurt;SIÐIR (YERLÝ);Büyükbaþ Hayvan;906;4960,4;46199
Kastamonu;Hanönü;SIÐIR (YERLÝ);Büyükbaþ Hayvan;215;1177,1;46087
