il;ilce;hayvan;buyukbas_kucukbas_kanatli_diger;hayvan_sayisi_adet;atik_miktari_ton;enerji_esdegeri_tep_yil
Diyarbakýr;Ergani;KAZ;Kanatlý Hayvan;896;41,9;46152
Diyarbakýr;Hani;KAZ;Kanatlý Hayvan;285;46094;46084
Diyarbakýr;Hazro;KAZ;Kanatlý Hayvan;180;46120;46024
Diyarbakýr;Kayapýnar;KAZ;Kanatlý Hayvan;205;46182;46114
Diyarbakýr;Kocaköy;KAZ;Kanatlý Hayvan;970;45,4;46123
Diyarbakýr;Kulp;KAZ;Kanatlý Hayvan;250;46214;46267
Diyarbakýr;Lice;KAZ;Kanatlý Hayvan;550;46228;46118
Diyarbakýr;Silvan;KAZ;Kanatlý Hayvan;1950;91,3;46256
Diyarbakýr;Sur;KAZ;Kanatlý Hayvan;2750;128,7;32,2
Diyarbakýr;Yeniþehir;KAZ;Kanatlý Hayvan;1000;46,8;46214
Diyarbakýr;Baðlar;ÖRDEK;Kanatlý Hayvan;512;24;6
Diyarbakýr;Bismil;ÖRDEK;Kanatlý Hayvan;3100;145,1;36,3
Diyarbakýr;Çermik;ÖRDEK;Kanatlý Hayvan;470;22;46147
Diyarbakýr;Çýnar;ÖRDEK;Kanatlý Hayvan;3040;142,3;35,6
Diyarbakýr;Çüngüþ;ÖRDEK;Kanatlý Hayvan;10;0,5;0,1
Diyarbakýr;Dicle;ÖRDEK;Kanatlý Hayvan;160;46149;46266
Diyarbakýr;Eðil;ÖRDEK;Kanatlý Hayvan;130;46028;46143
Diyarbakýr;Ergani;ÖRDEK;Kanatlý Hayvan;354;46189;46026
Diyarbakýr;Hani;ÖRDEK;Kanatlý Hayvan;235;11;46205
Diyarbakýr;Hazro;ÖRDEK;Kanatlý Hayvan;112;46058;46082
Diyarbakýr;Kayapýnar;ÖRDEK;Kanatlý Hayvan;510;46288;6
Diyarbakýr;Kocaköy;ÖRDEK;Kanatlý Hayvan;980;45,9;46153
Diyarbakýr;Kulp;ÖRDEK;Kanatlý Hayvan;0;0;0
Diyarbakýr;Lice;ÖRDEK;Kanatlý Hayvan;580;46049;46240
Diyarbakýr;Silvan;ÖRDEK;Kanatlý Hayvan;1750;81,9;46162
Diyarbakýr;Sur;ÖRDEK;Kanatlý Hayvan;2100;98,3;46197
Diyarbakýr;Yeniþehir;ÖRDEK;Kanatlý Hayvan;1100;51,5;46277
Diyarbakýr;Baðlar;YUMURTA TAVUÐU;Kanatlý Hayvan;15100;826,7;206,7
Diyarbakýr;Bismil;YUMURTA TAVUÐU;Kanatlý Hayvan;168000;9198;2299,9
Diyarbakýr;Çermik;YUMURTA TAVUÐU;Kanatlý Hayvan;63200;3460,2;865,2
Diyarbakýr;Çýnar;YUMURTA TAVUÐU;Kanatlý Hayvan;55250;3024,9;756,4
Diyarbakýr;Çüngüþ;YUMURTA TAVUÐU;Kanatlý Hayvan;1200;65,7;46128
Diyarbakýr;Dicle;YUMURTA TAVUÐU;Kanatlý Hayvan;6500;355,9;89
Diyarbakýr;Eðil;YUMURTA TAVUÐU;Kanatlý Hayvan;11000;602,3;150,6
Diyarbakýr;Ergani;YUMURTA TAVUÐU;Kanatlý Hayvan;23306;1276;319,1
Diyarbakýr;Hani;YUMURTA TAVUÐU;Kanatlý Hayvan;26500;1450,9;362,8
Diyarbakýr;Hazro;YUMURTA TAVUÐU;Kanatlý Hayvan;6400;350,4;87,6
Diyarbakýr;Kayapýnar;YUMURTA TAVUÐU;Kanatlý Hayvan;12000;657;164,3
Diyarbakýr;Kocaköy;YUMURTA TAVUÐU;Kanatlý Hayvan;7700;421,6;105,4
Diyarbakýr;Kulp;YUMURTA TAVUÐU;Kanatlý Hayvan;9184;502,8;125,7
Diyarbakýr;Lice;YUMURTA TAVUÐU;Kanatlý Hayvan;15500;848,6;212,2
Diyarbakýr;Silvan;YUMURTA TAVUÐU;Kanatlý Hayvan;7500;410,6;102,7
Diyarbakýr;Sur;YUMURTA TAVUÐU;Kanatlý Hayvan;26000;1423,5;355,9
Diyarbakýr;Yeniþehir;YUMURTA TAVUÐU;Kanatlý Hayvan;28512;1561;390,3
Edirne;Havsa;AT;Büyükbaþ Hayvan;12;65,7;0,4
Edirne;Ýpsala;AT;Büyükbaþ Hayvan;134;733,7;46268
Edirne;Keþan;AT;Büyükbaþ Hayvan;232;1270,2;46240
Edirne;Lalapaþa;AT;Büyükbaþ Hayvan;5;46139;0,1
Edirne;Meriç;AT;Büyükbaþ Hayvan;130;711,8;46237
Edirne;Merkez;AT;Büyükbaþ Hayvan;196;1073,1;46208
Edirne;Süleoðlu;AT;Büyükbaþ Hayvan;18;98,6;0,5
Edirne;Uzunköprü;AT;Büyükbaþ Hayvan;155;848,6;46146
Edirne;Enez;EÞEK;Büyükbaþ Hayvan;69;188,9;0,6
Edirne;Havsa;EÞEK;Büyükbaþ Hayvan;53;145,1;0,5
Edirne;Ýpsala;EÞEK;Büyükbaþ Hayvan;211;577,6;46266
Edirne;Keþan;EÞEK;Büyükbaþ Hayvan;97;265,5;0,9
Edirne;Lalapaþa;EÞEK;Büyükbaþ Hayvan;26;71,2;0,2
Edirne;Meriç;EÞEK;Büyükbaþ Hayvan;49;134,1;0,4
Edirne;Merkez;EÞEK;Büyükbaþ Hayvan;48;131,4;0,4
Edirne;Süleoðlu;EÞEK;Büyükbaþ Hayvan;66;180,7;0,6
Edirne;Uzunköprü;EÞEK;Büyükbaþ Hayvan;24;65,7;0,2
Edirne;Ýpsala;KATIR;Büyükbaþ Hayvan;2;46242;0
Edirne;Enez;MANDA;Büyükbaþ Hayvan;81;591,3;46116
Edirne;Havsa;MANDA;Büyükbaþ Hayvan;5;36,5;0,3
Edirne;Ýpsala;MANDA;Büyükbaþ Hayvan;5;36,5;0,3
Edirne;Keþan;MANDA;Büyükbaþ Hayvan;17;124,1;0,9
Edirne;Lalapaþa;MANDA;Büyükbaþ Hayvan;5;36,5;0,3
Edirne;Meriç;MANDA;Büyükbaþ Hayvan;5;36,5;0,3
Edirne;Merkez;MANDA;Büyükbaþ Hayvan;514;3752,2;46050
Edirne;Uzunköprü;MANDA;Büyükbaþ Hayvan;2;46187;0,1
Edirne;Enez;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;8938;81559,3;654,9
Edirne;Havsa;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;17433;159076,1;1277,4
Edirne;Ýpsala;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;14507;132376,4;1063
Edirne;Keþan;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;19595;178804,4;1435,8
Edirne;Lalapaþa;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;10471;95547,9;767,3
Edirne;Meriç;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;5505;50233,1;403,4
Edirne;Merkez;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;16238;148171,8;1189,9
Edirne;Süleoðlu;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;11023;100584,9;807,7
Edirne;Uzunköprü;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;13817;126080,1;1012,5
Edirne;Enez;SIÐIR (MELEZ);Büyükbaþ Hayvan;6621;43500;279,5
Edirne;Havsa;SIÐIR (MELEZ);Büyükbaþ Hayvan;997;6550,3;42,1
Edirne;Ýpsala;SIÐIR (MELEZ);Büyükbaþ Hayvan;12335;81041;520,6
Edirne;Keþan;SIÐIR (MELEZ);Büyükbaþ Hayvan;4465;29335,1;188,5
Edirne;Lalapaþa;SIÐIR (MELEZ);Büyükbaþ Hayvan;4931;32396,7;208,1
Edirne;Meriç;SIÐIR (MELEZ);Büyükbaþ Hayvan;261;1714,8;11
Edirne;Merkez;SIÐIR (MELEZ);Büyükbaþ Hayvan;2975;19545,8;125,6
Edirne;Süleoðlu;SIÐIR (MELEZ);Büyükbaþ Hayvan;515;3383,6;46224
Edirne;Uzunköprü;SIÐIR (MELEZ);Büyükbaþ Hayvan;4605;30254,9;194,4
Edirne;Enez;SIÐIR (YERLÝ);Büyükbaþ Hayvan;519;2841,5;46068
Edirne;Ýpsala;SIÐIR (YERLÝ);Büyükbaþ Hayvan;278;1522,1;46030
Edirne;Merkez;SIÐIR (YERLÝ);Büyükbaþ Hayvan;174;952,7;46027
Edirne;Enez;KEÇÝ (KIL);Küçükbaþ Hayvan;16744;12223,1;46192
Edirne;Havsa;KEÇÝ (KIL);Küçükbaþ Hayvan;439;320,5;0,5
Edirne;Ýpsala;KEÇÝ (KIL);Küçükbaþ Hayvan;4022;2936,1;46207
Edirne;Keþan;KEÇÝ (KIL);Küçükbaþ Hayvan;22140;16162,2;26
Edirne;Lalapaþa;KEÇÝ (KIL);Küçükbaþ Hayvan;1443;1053,4;46204
Edirne;Meriç;KEÇÝ (KIL);Küçükbaþ Hayvan;4209;3072,6;46269
Edirne;Merkez;KEÇÝ (KIL);Küçükbaþ Hayvan;1499;1094,3;46235
Edirne;Süleoðlu;KEÇÝ (KIL);Küçükbaþ Hayvan;278;202,9;0,3
Edirne;Uzunköprü;KEÇÝ (KIL);Küçükbaþ Hayvan;4115;3004;46238
Edirne;Enez;KOYUN (MERÝNOS);Küçükbaþ Hayvan;28730;31459,4;75,8
Edirne;Ýpsala;KOYUN (MERÝNOS);Küçükbaþ Hayvan;3824;4187,3;46032
Edirne;Keþan;KOYUN (MERÝNOS);Küçükbaþ Hayvan;4515;4943,9;46276
Edirne;Lalapaþa;KOYUN (MERÝNOS);Küçükbaþ Hayvan;22741;24901,4;60
Edirne;Meriç;KOYUN (MERÝNOS);Küçükbaþ Hayvan;395;432,5;1
Edirne;Merkez;KOYUN (MERÝNOS);Küçükbaþ Hayvan;11386;12467,7;30
Edirne;Uzunköprü;KOYUN (MERÝNOS);Küçükbaþ Hayvan;2605;2852,5;46271
Edirne;Enez;KOYUN (YERLÝ);Küçükbaþ Hayvan;1077;1179,3;46236
Edirne;Havsa;KOYUN (YERLÝ);Küçükbaþ Hayvan;25137;27525;66,3
Edirne;Ýpsala;KOYUN (YERLÝ);Küçükbaþ Hayvan;36468;39932,5;96,2
Edirne;Keþan;KOYUN (YERLÝ);Küçükbaþ Hayvan;48200;52779;127,1
Edirne;Meriç;KOYUN (YERLÝ);Küçükbaþ Hayvan;17115;18740,9;45,1
Edirne;Merkez;KOYUN (YERLÝ);Küçükbaþ Hayvan;28211;30891;74,4
Edirne;Süleoðlu;KOYUN (YERLÝ);Küçükbaþ Hayvan;18140;19863,3;47,9
Edirne;Uzunköprü;KOYUN (YERLÝ);Küçükbaþ Hayvan;45114;49399,8;119
Edirne;Enez;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Edirne;Havsa;ET TAVUÐU;Kanatlý Hayvan;60000;1620;405,1
Edirne;Ýpsala;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Edirne;Keþan;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Edirne;Lalapaþa;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Edirne;Meriç;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Edirne;Merkez;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Edirne;Süleoðlu;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Edirne;Uzunköprü;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Edirne;Enez;HÝNDÝ;Kanatlý Hayvan;150;46178;46113
Edirne;Havsa;HÝNDÝ;Kanatlý Hayvan;2250;84,4;46043
Edirne;Ýpsala;HÝNDÝ;Kanatlý Hayvan;2020;75,8;46283
Edirne;Keþan;HÝNDÝ;Kanatlý Hayvan;910;34,1;46150
Edirne;Lalapaþa;HÝNDÝ;Kanatlý Hayvan;381;46095;46176
Edirne;Meriç;HÝNDÝ;Kanatlý Hayvan;1550;58,1;46156
Edirne;Merkez;HÝNDÝ;Kanatlý Hayvan;3478;130,4;32,6
Edirne;Süleoðlu;HÝNDÝ;Kanatlý Hayvan;420;46249;46268
Edirne;Uzunköprü;HÝNDÝ;Kanatlý Hayvan;3185;119,4;46294
Edirne;Enez;KAZ;Kanatlý Hayvan;400;46221;46207
Edirne;Havsa;KAZ;Kanatlý Hayvan;3500;163,8;41
Edirne;Ýpsala;KAZ;Kanatlý Hayvan;1621;75,9;19
Edirne;Keþan;KAZ;Kanatlý Hayvan;1040;48,7;46065
Edirne;Lalapaþa;KAZ;Kanatlý Hayvan;215;46032;46144
Edirne;Meriç;KAZ;Kanatlý Hayvan;820;38,4;46182
Edirne;Merkez;KAZ;Kanatlý Hayvan;1843;86,3;46194
Edirne;Süleoðlu;KAZ;Kanatlý Hayvan;261;46065;46025
Edirne;Uzunköprü;KAZ;Kanatlý Hayvan;1615;75,6;46283
Edirne;Enez;ÖRDEK;Kanatlý Hayvan;255;46276;3
Edirne;Havsa;ÖRDEK;Kanatlý Hayvan;1350;63,2;46249
Edirne;Ýpsala;ÖRDEK;Kanatlý Hayvan;2034;95,2;46257
Edirne;Keþan;ÖRDEK;Kanatlý Hayvan;1385;64,8;46069
Edirne;Lalapaþa;ÖRDEK;Kanatlý Hayvan;386;46040;46146
Edirne;Meriç;ÖRDEK;Kanatlý Hayvan;830;38,8;46212
Edirne;Merkez;ÖRDEK;Kanatlý Hayvan;1735;81,2;46101
Edirne;Süleoðlu;ÖRDEK;Kanatlý Hayvan;803;37,6;46121
Edirne;Uzunköprü;ÖRDEK;Kanatlý Hayvan;3985;186,5;46,6
Edirne;Enez;YUMURTA TAVUÐU;Kanatlý Hayvan;5700;312,1;78
Edirne;Havsa;YUMURTA TAVUÐU;Kanatlý Hayvan;20000;1095;273,8
Edirne;Ýpsala;YUMURTA TAVUÐU;Kanatlý Hayvan;11024;603,6;150,9
Edirne;Keþan;YUMURTA TAVUÐU;Kanatlý Hayvan;35425;1939,5;485
Edirne;Lalapaþa;YUMURTA TAVUÐU;Kanatlý Hayvan;8900;487,3;121,8
Edirne;Meriç;YUMURTA TAVUÐU;Kanatlý Hayvan;19100;1045,7;261,5
Edirne;Merkez;YUMURTA TAVUÐU;Kanatlý Hayvan;75790;4149,5;1037,6
Edirne;Süleoðlu;YUMURTA TAVUÐU;Kanatlý Hayvan;13760;753,4;188,4
Edirne;Uzunköprü;YUMURTA TAVUÐU;Kanatlý Hayvan;42385;2320,6;580,2
Elazýð;Alacakaya;AT;Büyükbaþ Hayvan;73;399,7;46024
Elazýð;Arýcak;AT;Büyükbaþ Hayvan;92;503,7;46205
Elazýð;Baskil;AT;Büyükbaþ Hayvan;13;71,2;0,4
Elazýð;Karakoçan;AT;Büyükbaþ Hayvan;178;974,6;46058
Elazýð;Keban;AT;Büyükbaþ Hayvan;5;46139;0,1
Elazýð;Kovancýlar;AT;Büyükbaþ Hayvan;57;312,1;46204
Elazýð;Maden;AT;Büyükbaþ Hayvan;62;339,5;46235
Elazýð;Merkez;AT;Büyükbaþ Hayvan;141;772;46026
Elazýð;Palu;AT;Büyükbaþ Hayvan;91;498,2;46205
Elazýð;Sivrice;AT;Büyükbaþ Hayvan;28;153,3;0,8
Elazýð;Aðýn;EÞEK;Büyükbaþ Hayvan;25;68,4;0,2
Elazýð;Alacakaya;EÞEK;Büyükbaþ Hayvan;348;952,7;46025
Elazýð;Arýcak;EÞEK;Büyükbaþ Hayvan;1150;3148,1;46032
Elazýð;Baskil;EÞEK;Büyükbaþ Hayvan;136;372,3;46054
Elazýð;Karakoçan;EÞEK;Büyükbaþ Hayvan;276;755,6;46114
Elazýð;Keban;EÞEK;Büyükbaþ Hayvan;85;232,7;0,7
Elazýð;Kovancýlar;EÞEK;Büyükbaþ Hayvan;265;725,4;46083
Elazýð;Maden;EÞEK;Büyükbaþ Hayvan;403;1103,2;46145
Elazýð;Merkez;EÞEK;Büyükbaþ Hayvan;380;1040,3;46084
Elazýð;Palu;EÞEK;Büyükbaþ Hayvan;150;410,6;46082
Elazýð;Sivrice;EÞEK;Büyükbaþ Hayvan;270;739,1;46114
Elazýð;Alacakaya;KATIR;Büyükbaþ Hayvan;37;162,1;0,7
Elazýð;Arýcak;KATIR;Büyükbaþ Hayvan;121;530;46083
Elazýð;Baskil;KATIR;Büyükbaþ Hayvan;6;46107;0,1
Elazýð;Karakoçan;KATIR;Büyükbaþ Hayvan;155;678,9;46267
Elazýð;Keban;KATIR;Büyükbaþ Hayvan;9;39,4;0,2
Elazýð;Kovancýlar;KATIR;Büyükbaþ Hayvan;21;92;0,4
Elazýð;Maden;KATIR;Büyükbaþ Hayvan;37;162,1;0,7
Elazýð;Palu;KATIR;Büyükbaþ Hayvan;115;503,7;46055
Elazýð;Sivrice;KATIR;Büyükbaþ Hayvan;11;48,2;0,2
Elazýð;Karakoçan;MANDA;Büyükbaþ Hayvan;32;233,6;46235
Elazýð;Kovancýlar;MANDA;Büyükbaþ Hayvan;14;102,2;0,8
Elazýð;Merkez;MANDA;Büyükbaþ Hayvan;12;87,6;0,7
Elazýð;Aðýn;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;486;4434,8;35,6
Elazýð;Alacakaya;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;255;2326,9;46221
Elazýð;Arýcak;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;1588;14490,5;116,4
Elazýð;Baskil;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;307;2801,4;46164
Elazýð;Karakoçan;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;6640;60590;486,6
Elazýð;Keban;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;636;5803,5;46,6
Elazýð;Kovancýlar;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;12630;115248,8;925,5
Elazýð;Maden;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;3564;32521,5;261,2
Elazýð;Merkez;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;49324;450081,5;3614,3
Elazýð;Palu;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;2200;20075;161,2
Elazýð;Sivrice;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;4673;42641,1;342,4
Elazýð;Aðýn;SIÐIR (MELEZ);Büyükbaþ Hayvan;233;1530,8;46243
Elazýð;Alacakaya;SIÐIR (MELEZ);Büyükbaþ Hayvan;2004;13166,3;84,6
Elazýð;Arýcak;SIÐIR (MELEZ);Büyükbaþ Hayvan;7586;49840;320,2
Elazýð;Baskil;SIÐIR (MELEZ);Büyükbaþ Hayvan;5296;34794,7;223,5
Elazýð;Karakoçan;SIÐIR (MELEZ);Büyükbaþ Hayvan;26180;172002,6;1105
Elazýð;Keban;SIÐIR (MELEZ);Büyükbaþ Hayvan;1134;7450,4;47,9
Elazýð;Kovancýlar;SIÐIR (MELEZ);Büyükbaþ Hayvan;22331;146714,7;942,5
Elazýð;Maden;SIÐIR (MELEZ);Büyükbaþ Hayvan;1243;8166,5;52,5
Elazýð;Merkez;SIÐIR (MELEZ);Büyükbaþ Hayvan;17997;118240,3;759,6
Elazýð;Palu;SIÐIR (MELEZ);Büyükbaþ Hayvan;4750;31207,5;200,5
Elazýð;Sivrice;SIÐIR (MELEZ);Büyükbaþ Hayvan;1563;10268,9;66
Elazýð;Aðýn;SIÐIR (YERLÝ);Büyükbaþ Hayvan;77;421,6;46083
Elazýð;Alacakaya;SIÐIR (YERLÝ);Büyükbaþ Hayvan;1079;5907,5;31,6
Elazýð;Arýcak;SIÐIR (YERLÝ);Büyükbaþ Hayvan;1064;5825,4;31,2
Elazýð;Baskil;SIÐIR (YERLÝ);Büyükbaþ Hayvan;14;76,7;0,4
Elazýð;Karakoçan;SIÐIR (YERLÝ);Büyükbaþ Hayvan;2810;15384,8;82,4
Elazýð;Keban;SIÐIR (YERLÝ);Büyükbaþ Hayvan;220;1204,5;46118
Elazýð;Kovancýlar;SIÐIR (YERLÝ);Büyükbaþ Hayvan;3870;21188,3;113,4
Elazýð;Maden;SIÐIR (YERLÝ);Büyükbaþ Hayvan;558;3055,1;46128
Elazýð;Merkez;SIÐIR (YERLÝ);Büyükbaþ Hayvan;2338;12800,6;68,5
Elazýð;Palu;SIÐIR (YERLÝ);Büyükbaþ Hayvan;2500;13687,5;73,3
Elazýð;Sivrice;SIÐIR (YERLÝ);Büyükbaþ Hayvan;210;1149,8;46059
Elazýð;Aðýn;KEÇÝ (KIL);Küçükbaþ Hayvan;966;705,2;46023
Elazýð;Alacakaya;KEÇÝ (KIL);Küçükbaþ Hayvan;3377;2465,2;4
Elazýð;Arýcak;KEÇÝ (KIL);Küçükbaþ Hayvan;9786;7143,8;46153
Elazýð;Baskil;KEÇÝ (KIL);Küçükbaþ Hayvan;1789;1306;46024
Elazýð;Karakoçan;KEÇÝ (KIL);Küçükbaþ Hayvan;11691;8534,4;46216
Elazýð;Keban;KEÇÝ (KIL);Küçükbaþ Hayvan;4950;3613,5;46239
Elazýð;Kovancýlar;KEÇÝ (KIL);Küçükbaþ Hayvan;22547;16459,3;46138
Elazýð;Maden;KEÇÝ (KIL);Küçükbaþ Hayvan;4192;3060,2;46269
Elazýð;Merkez;KEÇÝ (KIL);Küçükbaþ Hayvan;31514;23005,2;36,9
Elazýð;Palu;KEÇÝ (KIL);Küçükbaþ Hayvan;16700;12191;46192
Elazýð;Sivrice;KEÇÝ (KIL);Küçükbaþ Hayvan;6387;4662,5;46149
Elazýð;Aðýn;KOYUN (YERLÝ);Küçükbaþ Hayvan;9656;10573,3;46167
Elazýð;Alacakaya;KOYUN (YERLÝ);Küçükbaþ Hayvan;4691;5136,6;46124
Elazýð;Arýcak;KOYUN (YERLÝ);Küçükbaþ Hayvan;603;660,3;46174
Elazýð;Baskil;KOYUN (YERLÝ);Küçükbaþ Hayvan;7289;7981,5;46072
Elazýð;Karakoçan;KOYUN (YERLÝ);Küçükbaþ Hayvan;49165;53835,7;129,7
Elazýð;Keban;KOYUN (YERLÝ);Küçükbaþ Hayvan;16002;17522,2;42,2
Elazýð;Kovancýlar;KOYUN (YERLÝ);Küçükbaþ Hayvan;143596;157237,6;378,8
Elazýð;Maden;KOYUN (YERLÝ);Küçükbaþ Hayvan;4735;5184,8;46154
Elazýð;Merkez;KOYUN (YERLÝ);Küçükbaþ Hayvan;312006;341646,6;823,1
Elazýð;Palu;KOYUN (YERLÝ);Küçükbaþ Hayvan;12000;13140;46234
Elazýð;Sivrice;KOYUN (YERLÝ);Küçükbaþ Hayvan;25103;27487,8;66,2
Elazýð;Alacakaya;ET TAVUÐU;Kanatlý Hayvan;30000;810;202,5
Elazýð;Arýcak;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Elazýð;Baskil;ET TAVUÐU;Kanatlý Hayvan;1900;51,3;46246
Elazýð;Karakoçan;ET TAVUÐU;Kanatlý Hayvan;130000;3510;877,7
Elazýð;Keban;ET TAVUÐU;Kanatlý Hayvan;120000;3240;810,1
Elazýð;Kovancýlar;ET TAVUÐU;Kanatlý Hayvan;150000;4050;1012,7
Elazýð;Maden;ET TAVUÐU;Kanatlý Hayvan;19000;513;128,3
Elazýð;Merkez;ET TAVUÐU;Kanatlý Hayvan;3359244;90699,6;22679
Elazýð;Palu;ET TAVUÐU;Kanatlý Hayvan;19800;534,6;133,7
Elazýð;Sivrice;ET TAVUÐU;Kanatlý Hayvan;30000;810;202,5
Elazýð;Aðýn;HÝNDÝ;Kanatlý Hayvan;0;0;0
Elazýð;Alacakaya;HÝNDÝ;Kanatlý Hayvan;380;46095;46176
Elazýð;Arýcak;HÝNDÝ;Kanatlý Hayvan;400;15;46237
Elazýð;Baskil;HÝNDÝ;Kanatlý Hayvan;30;46023;0,3
Elazýð;Karakoçan;HÝNDÝ;Kanatlý Hayvan;1800;67,5;46281
Elazýð;Keban;HÝNDÝ;Kanatlý Hayvan;0;0;0
Elazýð;Kovancýlar;HÝNDÝ;Kanatlý Hayvan;4500;168,8;42,2
Elazýð;Maden;HÝNDÝ;Kanatlý Hayvan;98;46206;0,9
Elazýð;Merkez;HÝNDÝ;Kanatlý Hayvan;10000;375;93,8
Elazýð;Palu;HÝNDÝ;Kanatlý Hayvan;800;30;46149
Elazýð;Sivrice;HÝNDÝ;Kanatlý Hayvan;170;46118;46174
Elazýð;Alacakaya;KAZ;Kanatlý Hayvan;25;46054;0,3
Elazýð;Arýcak;KAZ;Kanatlý Hayvan;36;46204;0,4
Elazýð;Baskil;KAZ;Kanatlý Hayvan;30;46113;0,4
Elazýð;Karakoçan;KAZ;Kanatlý Hayvan;260;46065;3
Elazýð;Keban;KAZ;Kanatlý Hayvan;0;0;0
Elazýð;Kovancýlar;KAZ;Kanatlý Hayvan;5500;257,4;64,4
Elazýð;Maden;KAZ;Kanatlý Hayvan;45;46024;0,5
Elazýð;Merkez;KAZ;Kanatlý Hayvan;5000;234;58,5
Elazýð;Palu;KAZ;Kanatlý Hayvan;150;7;46235
Elazýð;Sivrice;KAZ;Kanatlý Hayvan;35;46174;0,4
Elazýð;Alacakaya;ÖRDEK;Kanatlý Hayvan;9;0,4;0,1
Elazýð;Arýcak;ÖRDEK;Kanatlý Hayvan;50;46083;0,6
Elazýð;Baskil;ÖRDEK;Kanatlý Hayvan;10;0,5;0,1
Elazýð;Karakoçan;ÖRDEK;Kanatlý Hayvan;195;46031;46083
Elazýð;Keban;ÖRDEK;Kanatlý Hayvan;0;0;0
Elazýð;Kovancýlar;ÖRDEK;Kanatlý Hayvan;1450;67,9;17
Elazýð;Maden;ÖRDEK;Kanatlý Hayvan;52;46114;0,6
Elazýð;Merkez;ÖRDEK;Kanatlý Hayvan;844;39,5;46274
Elazýð;Palu;ÖRDEK;Kanatlý Hayvan;250;46214;46267
Elazýð;Aðýn;YUMURTA TAVUÐU;Kanatlý Hayvan;870;47,6;46276
Elazýð;Alacakaya;YUMURTA TAVUÐU;Kanatlý Hayvan;5500;301,1;75,3
Elazýð;Arýcak;YUMURTA TAVUÐU;Kanatlý Hayvan;5600;306,6;76,7
Elazýð;Baskil;YUMURTA TAVUÐU;Kanatlý Hayvan;4800;262,8;65,7
Elazýð;Karakoçan;YUMURTA TAVUÐU;Kanatlý Hayvan;21000;1149,8;287,5
Elazýð;Keban;YUMURTA TAVUÐU;Kanatlý Hayvan;2450;134,1;33,5
Elazýð;Kovancýlar;YUMURTA TAVUÐU;Kanatlý Hayvan;28000;1533;383,3
Elazýð;Maden;YUMURTA TAVUÐU;Kanatlý Hayvan;6320;346;86,5
Elazýð;Merkez;YUMURTA TAVUÐU;Kanatlý Hayvan;1206700;66066,8;16519,7
Elazýð;Palu;YUMURTA TAVUÐU;Kanatlý Hayvan;15800;865,1;216,3
Elazýð;Sivrice;YUMURTA TAVUÐU;Kanatlý Hayvan;2900;158,8;39,7
Erzincan;Çayýrlý;AT;Büyükbaþ Hayvan;13;71,2;0,4
Erzincan;Ýliç;AT;Büyükbaþ Hayvan;80;438;46083
Erzincan;Kemah;AT;Büyükbaþ Hayvan;23;125,9;0,7
Erzincan;Kemaliye;AT;Büyükbaþ Hayvan;13;71,2;0,4
Erzincan;Merkez;AT;Büyükbaþ Hayvan;254;1390,7;46119
Erzincan;Otlukbeli;AT;Büyükbaþ Hayvan;20;109,5;0,6
Erzincan;Refahiye;AT;Büyükbaþ Hayvan;8;43,8;0,2
Erzincan;Tercan;AT;Büyükbaþ Hayvan;333;1823,2;46243
Erzincan;Üzümlü;AT;Büyükbaþ Hayvan;69;377,8;2
Erzincan;Çayýrlý;EÞEK;Büyükbaþ Hayvan;14;38,3;0,1
Erzincan;Ýliç;EÞEK;Büyükbaþ Hayvan;71;194,4;0,6
Erzincan;Kemah;EÞEK;Büyükbaþ Hayvan;12;32,9;0,1
Erzincan;Kemaliye;EÞEK;Büyükbaþ Hayvan;22;60,2;0,2
Erzincan;Merkez;EÞEK;Büyükbaþ Hayvan;104;284,7;0,9
