bolgeler;il;ilce;biyometanizasyona_uygun_belediye_atiklarim_miktari_ton_yil;yakmaya_uygun_belediye_atiklari_miktari_ton_yil;biyometanizasyona_uygun_belediye_atiklari_enerji_esdegeri_tep_yil;yakmaya_uygun_belediye_tiklari_enerji_esdegeri_tep_yil;biyometanizasyona_ve_yakmaya_uygun_toplam_enerjiesdegeri_tep_yil
Marmara Bölgesi;Kocaeli;Körfez;33708;41198,7;1087,1;7005;8092,1
Ýç Anadolu Bölgesi;Konya;Akþehir;14394,7;17593,5;464,2;2991,4;3455,6
Ýç Anadolu Bölgesi;Konya;Beyþehir;11389,4;13920,4;367,3;2366,9;2734,2
Ýç Anadolu Bölgesi;Konya;Cihanbeyli;8109,6;9911,7;261,5;1685,3;1946,8
Ýç Anadolu Bölgesi;Konya;Çumra;10312,7;12604,4;332,6;2143,1;2475,7
Ýç Anadolu Bölgesi;Konya;Bozkýr;4058,6;4960,5;130,9;843,4;974,3
Ýç Anadolu Bölgesi;Konya;Doðanhisar;2474,8;3024,8;79,8;514,3;594,1
Ýç Anadolu Bölgesi;Konya;Hadim;1848,1;2258,8;59,6;384,1;443,7
Ýç Anadolu Bölgesi;Konya;Ilgýn;8433,4;10307,4;272;1752,6;2024,6
Ýç Anadolu Bölgesi;Konya;Kulu;7822,7;9561,1;252,3;1625,7;1878
Ýç Anadolu Bölgesi;Konya;Sarayönü;4149,4;5071,4;133,8;862,3;996,1
Ýç Anadolu Bölgesi;Konya;Derbent;687,8;840,7;46075;142,9;46217,9
Ýç Anadolu Bölgesi;Konya;Ahýrlý;784,9;959,4;46106;163,1;46269,1
Ýç Anadolu Bölgesi;Konya;Emirgazi;1381,7;1688,7;44,6;287,1;331,7
Ýç Anadolu Bölgesi;Konya;Taþkent;1178,8;1440,8;38;245;283
Ýç Anadolu Bölgesi;Konya;Yunak;3565,4;4357,8;115;741;856
Ýç Anadolu Bölgesi;Konya;Ereðli;22447,3;27435,6;723,9;4664,9;5388,8
Ýç Anadolu Bölgesi;Konya;Kadýnhaný;5100,6;6234,1;164,5;1060;1224,5
Ýç Anadolu Bölgesi;Konya;Altýnekin;2246,1;2745,3;72,4;466,8;539,2
Ýç Anadolu Bölgesi;Konya;Karapýnar;7683,6;9391,1;247,8;1596,8;1844,6
Ýç Anadolu Bölgesi;Konya;Selçuklu;100179,2;122441,2;3230,8;20818,8;24049,6
Ýç Anadolu Bölgesi;Konya;Derebucak;999,4;1221,5;32,2;207,7;239,9
Ýç Anadolu Bölgesi;Konya;Hüyük;2481,6;3033,1;80;515,7;595,7
Ýç Anadolu Bölgesi;Konya;Güneysýnýr;1460,3;1784,8;47,1;303,5;350,6
Ýç Anadolu Bölgesi;Konya;Yalýhüyük;275,6;336,8;46273;57,3;46330,3
Ýç Anadolu Bölgesi;Konya;Halkapýnar;672,2;821,6;46224;139,7;46363,7
Ýç Anadolu Bölgesi;Konya;Çeltik;1554,9;1900,4;50,1;323,1;373,2
Ýç Anadolu Bölgesi;Konya;Seydiþehir;9987,3;12206,8;322,1;2075,5;2397,6
Ýç Anadolu Bölgesi;Konya;Akören;907,7;1109,4;46110;188,6;46298,6
Ýç Anadolu Bölgesi;Konya;Karatay;49971,3;61076,1;1611,6;10384,8;11996,4
Ýç Anadolu Bölgesi;Konya;Meram;52851,7;64596,6;1704,5;10983,4;12687,9
Ýç Anadolu Bölgesi;Konya;Tuzlukçu;1124;1373,8;36,2;233,6;269,8
Ege Bölgesi;Kütahya;Domaniç;2892,4;3535,2;93,3;495;588,3
Ege Bölgesi;Kütahya;Emet;3807,9;4654,1;122,8;651,7;774,5
Ege Bölgesi;Kütahya;Gediz;9493,5;11603,2;306,2;1624,7;1930,9
Ege Bölgesi;Kütahya;Merkez;50830,4;62126;1639,3;8699,2;10338,5
Ege Bölgesi;Kütahya;Aslanapa;1757,4;2148;56,7;300,8;357,5
Ege Bölgesi;Kütahya;Dumlupýnar;571,4;698,4;46130;97,8;46227,8
Ege Bölgesi;Kütahya;Þaphane;1212,9;1482,5;39,1;207,6;246,7
Ege Bölgesi;Kütahya;Hisarcýk;2387,5;2918,1;77;408,6;485,6
Ege Bölgesi;Kütahya;Çavdarhisar;1295,6;1583,5;41,8;221,7;263,5
Ege Bölgesi;Kütahya;Tavþanlý;19415,6;23730,2;626,2;3322,8;3949
Ege Bölgesi;Kütahya;Pazarlar;1052,1;1285,9;33,9;180,1;214
Ege Bölgesi;Kütahya;Altýntaþ;3201,5;3912,9;103,2;547,9;651,1
Ege Bölgesi;Kütahya;Simav;12196,8;14907,2;393,3;2087,4;2480,7
Doðu Anadolu Bölgesi;Malatya;Arapkir;1428,1;1745,4;46,1;296,8;342,9
Doðu Anadolu Bölgesi;Malatya;Arguvan;1071,8;1310;34,6;222,7;257,3
Doðu Anadolu Bölgesi;Malatya;Doðanþehir;5184,3;6336,3;167,2;1077,4;1244,6
Doðu Anadolu Bölgesi;Malatya;Darende;3816,5;4664,6;123,1;793,1;916,2
Doðu Anadolu Bölgesi;Malatya;Pötürge;1977,4;2416,9;63,8;410,9;474,7
Doðu Anadolu Bölgesi;Malatya;Doðanyol;580,8;709,9;46221;120,7;46341,7
Doðu Anadolu Bölgesi;Malatya;Yeþilyurt;40055,8;48957,1;1291,8;8324,2;9616
Doðu Anadolu Bölgesi;Malatya;Hekimhan;3004,7;3672,4;96,9;624,4;721,3
Doðu Anadolu Bölgesi;Malatya;Battalgazi;38870,9;47508,9;1253,6;8078;9331,6
Doðu Anadolu Bölgesi;Malatya;Yazýhan;2190,8;2677,7;70,7;455,3;526
Doðu Anadolu Bölgesi;Malatya;Kale;801,5;979,7;46259;166,6;46425,6
Doðu Anadolu Bölgesi;Malatya;Kuluncak;1101,7;1346,5;35,5;228,9;264,4
Doðu Anadolu Bölgesi;Malatya;Akçadað;4646,2;5678,7;149,8;965,5;1115,3
Ege Bölgesi;Manisa;Akhisar;32653,2;39909,5;1053,1;6785,8;7838,9
Ege Bölgesi;Manisa;Demirci;7837,5;9579,1;252,8;1628,7;1881,5
Ege Bölgesi;Manisa;Kýrkaðaç;7581,2;9265,9;244,5;1575,5;1820
Ege Bölgesi;Manisa;Salihli;30782,4;37622,9;992,7;6397,1;7389,8
Ege Bölgesi;Manisa;Alaþehir;19911,7;24336,5;642,2;4138;4780,2
Ege Bölgesi;Manisa;Sarýgöl;6850,9;8373,3;220,9;1423,7;1644,6
Ege Bölgesi;Manisa;Köprübaþý;2543;3108,1;82;528,5;610,5
Ege Bölgesi;Manisa;Gördes;5369,5;6562,7;173,2;1115,9;1289,1
Ege Bölgesi;Manisa;Saruhanlý;10414,4;12728,7;335,9;2164,3;2500,2
Ege Bölgesi;Manisa;Kula;8461,4;10341,8;272,9;1758,4;2031,3
Ege Bölgesi;Manisa;Gölmarmara;2905;3550,6;93,7;603,7;697,4
Ege Bölgesi;Manisa;Soma;20764,1;25378,4;669,6;4315,1;4984,7
Ege Bölgesi;Manisa;Selendi;3866;4725,2;124,7;803,4;928,1
Ege Bölgesi;Manisa;Turgutlu;31098,9;38009,7;1002,9;6462,8;7465,7
Ege Bölgesi;Manisa;Ahmetli;3149,5;3849,3;101,6;654,5;756,1
Ege Bölgesi;Manisa;Þehzadeler;32602,7;39847,8;1051,4;6775,3;7826,7
Ege Bölgesi;Manisa;Yunusemre;45598,4;55731,4;1470,5;9476;10946,5
Akdeniz Bölgesi;Kahramanmaraþ;Afþin;12036,4;14711,1;388,2;2501,3;2889,5
Akdeniz Bölgesi;Kahramanmaraþ;Andýrýn;4906,8;5997,1;158,2;1019,7;1177,9
Akdeniz Bölgesi;Kahramanmaraþ;Göksun;8276;10115,1;266,9;1719,9;1986,8
Akdeniz Bölgesi;Kahramanmaraþ;Pazarcýk;10176;12437,3;328,2;2114,7;2442,9
Akdeniz Bölgesi;Kahramanmaraþ;Ekinözü;1750,1;2139;56,4;363,7;420,1
Akdeniz Bölgesi;Kahramanmaraþ;Elbistan;21072,2;25754,9;679,6;4379,1;5058,7
Akdeniz Bölgesi;Kahramanmaraþ;Çaðlayancerit;3451,1;4218;111,3;717,2;828,5
Akdeniz Bölgesi;Kahramanmaraþ;Nurhak;1861,4;2275,1;60;386,8;446,8
Akdeniz Bölgesi;Kahramanmaraþ;Türkoðlu;10905,1;13328,4;351,7;2266,2;2617,9
Akdeniz Bölgesi;Kahramanmaraþ;Dulkadiroðlu;32955,8;40279,3;1062,8;6848,7;7911,5
Akdeniz Bölgesi;Kahramanmaraþ;Onikiþubat;61846,9;75590,6;1994,6;12852,7;14847,3
Güneydoðu Anadolu Bölgesi;Mardin;Derik;9140;11171,1;294,8;1899,4;2194,2
Güneydoðu Anadolu Bölgesi;Mardin;Nusaybin;15648,2;19125,5;504,7;3251,9;3756,6
Güneydoðu Anadolu Bölgesi;Mardin;Mazýdaðý;5285,8;6460,4;170,5;1098,5;1269
Güneydoðu Anadolu Bölgesi;Mardin;Ömerli;2104;2571,5;67,9;437,2;505,1
Güneydoðu Anadolu Bölgesi;Mardin;Midyat;16758,5;20482,6;540,5;3482,7;4023,2
Güneydoðu Anadolu Bölgesi;Mardin;Kýzýltepe;37348,9;45648,6;1204,5;7761,7;8966,2
Güneydoðu Anadolu Bölgesi;Mardin;Dargeçit;4221,1;5159,2;136,1;877,2;1013,3
Güneydoðu Anadolu Bölgesi;Mardin;Savur;4036,2;4933,2;130,2;838,8;969
Güneydoðu Anadolu Bölgesi;Mardin;Yeþilli;2203,5;2693,1;71,1;457,9;529
Güneydoðu Anadolu Bölgesi;Mardin;Artuklu;25829,6;31569,5;833;5367,8;6200,8
Ege Bölgesi;Muðla;Bodrum;32742,6;40018,7;1055,9;6804,4;7860,3
Ege Bölgesi;Muðla;Datça;4241,4;5183,9;136,8;881,4;1018,2
Ege Bölgesi;Muðla;Fethiye;30055,2;36734,1;969,3;6245,9;7215,2
Ege Bölgesi;Muðla;Köyceðiz;6933,2;8473,9;223,6;1440,8;1664,4
Ege Bölgesi;Muðla;Marmaris;17956,9;21947,3;579,1;3731,7;4310,8
Ege Bölgesi;Muðla;Milas;26568,6;32472,8;856,8;5521,4;6378,2
Ege Bölgesi;Muðla;Kavaklýdere;2076,4;2537,8;67;431,5;498,5
Ege Bölgesi;Muðla;Yataðan;8562,4;10465,2;276,1;1779,4;2055,5
Ege Bölgesi;Muðla;Dalaman;7878,6;9629,4;254,1;1637,3;1891,4
Ege Bölgesi;Muðla;Ortaca;9216,5;11264,6;297,2;1915,3;2212,5
Ege Bölgesi;Muðla;Ula;4819,3;5890,2;155,4;1001,5;1156,9
Ege Bölgesi;Muðla;Menteþe;21424,5;26185,5;690,9;4452,3;5143,2
Ege Bölgesi;Muðla;Seydikemer;11859,7;14495,2;382,5;2464,6;2847,1
Doðu Anadolu Bölgesi;Muþ;Bulanýk;10583;12934,7;341,3;1811,2;2152,5
Doðu Anadolu Bölgesi;Muþ;Merkez;25412;31059,1;819,5;4349,1;5168,6
Doðu Anadolu Bölgesi;Muþ;Korkut;3392,4;4146,2;109,4;580,6;690
Doðu Anadolu Bölgesi;Muþ;Varto;4095,6;5005,7;132,1;700,9;833
Doðu Anadolu Bölgesi;Muþ;Malazgirt;6743,8;8242,5;217,5;1154,2;1371,7
Doðu Anadolu Bölgesi;Muþ;Hasköy;3383,4;4135,3;109,1;579;688,1
Ýç Anadolu Bölgesi;Nevþehir;Derinkuyu;3072,7;3755,5;99,1;525,9;625
Ýç Anadolu Bölgesi;Nevþehir;Kozaklý;2006;2451,8;64,7;343,3;408
Ýç Anadolu Bölgesi;Nevþehir;Gülþehir;3218,3;3933,5;103,8;550,8;654,6
Ýç Anadolu Bölgesi;Nevþehir;Hacýbektaþ;1698,1;2075,4;54,8;290,6;345,4
Ýç Anadolu Bölgesi;Nevþehir;Ürgüp;5225,9;6387,2;168,5;894,4;1062,9
Ýç Anadolu Bölgesi;Nevþehir;Merkez;21167,7;25871,6;682,7;3622,7;4305,4
Ýç Anadolu Bölgesi;Nevþehir;Avanos;4821,8;5893,3;155,5;825,2;980,7
Ýç Anadolu Bölgesi;Nevþehir;Acýgöl;2891,6;3534,2;93,3;494,9;588,2
Ýç Anadolu Bölgesi;Niðde;Çamardý;1951,3;2384,9;62,9;333,9;396,8
Ýç Anadolu Bölgesi;Niðde;Bor;8919;10901;287,6;1526,4;1814
Ýç Anadolu Bölgesi;Niðde;Merkez;33155,5;40523,4;1069,3;5674,3;6743,6
Ýç Anadolu Bölgesi;Niðde;Altunhisar;2285,8;2793,8;73,7;391,2;464,9
Ýç Anadolu Bölgesi;Niðde;Ulukýþla;3437,2;4201,1;110,9;588,3;699,2
Ýç Anadolu Bölgesi;Niðde;Çiftlik;4163,9;5089,3;134,3;712,6;846,9
Karadeniz Bölgesi;Ordu;Akkuþ;3454,5;4222,2;111,4;717,9;829,3
Karadeniz Bölgesi;Ordu;Aybastý;3367,9;4116,3;108,6;699,9;808,5
Karadeniz Bölgesi;Ordu;Fatsa;17170,5;20986,1;553,7;3568,3;4122
Karadeniz Bölgesi;Ordu;Korgan;4515,3;5518,7;145,6;938,4;1084
Karadeniz Bölgesi;Ordu;Mesudiye;3885,9;4749,4;125,3;807,5;932,8
Karadeniz Bölgesi;Ordu;Kumru;4647,3;5680,1;149,9;965,8;1115,7
Karadeniz Bölgesi;Ordu;Perþembe;4915,6;6008;158,5;1021,5;1180
Karadeniz Bölgesi;Ordu;Gülyalý;1316,2;1608,7;42,4;273,5;315,9
Karadeniz Bölgesi;Ordu;Gölköy;4412,9;5393,5;142,3;917,1;1059,4
Karadeniz Bölgesi;Ordu;Ulubey;3952,4;4830,7;127,5;821,4;948,9
Karadeniz Bölgesi;Ordu;Ünye;18729,7;22891,9;604;3892,3;4496,3
Karadeniz Bölgesi;Ordu;Çatalpýnar;2210,6;2701,8;71,3;459,4;530,7
Karadeniz Bölgesi;Ordu;Ýkizce;2431,9;2972,3;78,4;505,4;583,8
Karadeniz Bölgesi;Ordu;Kabadüz;1421,9;1737,9;45,9;295,5;341,4
Karadeniz Bölgesi;Ordu;Kabataþ;1681,5;2055,2;54,2;349,4;403,6
Karadeniz Bölgesi;Ordu;Çaybaþý;2058;2515,4;66,4;427,7;494,1
Karadeniz Bölgesi;Ordu;Çamaþ;1751,9;2141,2;56,5;364,1;420,6
Karadeniz Bölgesi;Ordu;Gürgentepe;2502,5;3058,6;80,7;520,1;600,8
Karadeniz Bölgesi;Ordu;Altýnordu;29684,3;36280,8;957,3;6168,8;7126,1
Karadeniz Bölgesi;Rize;Ardeþen;6073,2;7422,9;195,9;1039,4;1235,3
Karadeniz Bölgesi;Rize;Çamlýhemþin;1200,5;1467,3;38,7;205,5;244,2
Karadeniz Bölgesi;Rize;Çayeli;6549,2;8004,6;211,2;1120,8;1332
Karadeniz Bölgesi;Rize;Fýndýklý;2498,5;3053,8;80,6;427,6;508,2
Karadeniz Bölgesi;Rize;Kalkandere;2478,7;3029,6;79,9;424,2;504,1
Karadeniz Bölgesi;Rize;Ýkizdere;1450;1772,2;46,8;248,2;295
Karadeniz Bölgesi;Rize;Pazar;4660,5;5696,1;150,3;797,6;947,9
Karadeniz Bölgesi;Rize;Merkez;20864,5;25501;672,9;3570,8;4243,7
Karadeniz Bölgesi;Rize;Derepazarý;1384,4;1692;44,6;236,9;281,5
Karadeniz Bölgesi;Rize;Güneysu;2476,1;3026,3;79,9;423,8;503,7
Karadeniz Bölgesi;Rize;Ýyidere;1480,9;1810;47,8;253,4;301,2
Karadeniz Bölgesi;Rize;Hemþin;416,4;509;46125;71,3;46196,3
Marmara Bölgesi;Sakarya;Akyazý;18187,9;22229,7;586,6;3779,7;4366,3
Marmara Bölgesi;Sakarya;Geyve;10134,6;12386,8;326,8;2106,1;2432,9
Marmara Bölgesi;Sakarya;Hendek;17128,4;20934,8;552,4;3559,6;4112
Marmara Bölgesi;Sakarya;Karasu;13060,1;15962,4;421,2;2714,1;3135,3
Marmara Bölgesi;Sakarya;Kaynarca;4940;6037,8;159,3;1026,6;1185,9
Marmara Bölgesi;Sakarya;Sapanca;8361,7;10219,8;269,7;1737,7;2007,4
Marmara Bölgesi;Sakarya;Taraklý;1404,3;1716,4;45,3;291,8;337,1
Marmara Bölgesi;Sakarya;Pamukova;5985;7315,1;193;1243,8;1436,8
Marmara Bölgesi;Sakarya;Adapazarý;55299,5;67588,2;1783,4;11492,1;13275,5
Marmara Bölgesi;Sakarya;Arifiye;9025,6;11031,3;291,1;1875,7;2166,8
Marmara Bölgesi;Sakarya;Erenler;17759,4;21705,9;572,7;3690,7;4263,4
Marmara Bölgesi;Sakarya;Serdivan;28431,3;34749,4;916,9;5908,5;6825,4
Marmara Bölgesi;Sakarya;Karapürçek;2656,1;3246,3;85,7;552;637,7
Marmara Bölgesi;Sakarya;Ferizli;5436,4;6644,4;175,3;1129,8;1305,1
Marmara Bölgesi;Sakarya;Söðütlü;2845,9;3478,3;91,8;591,4;683,2
Marmara Bölgesi;Sakarya;Kocaali;5193;6347;167,5;1079,2;1246,7
Karadeniz Bölgesi;Samsun;Alaçam;3991,7;4878,8;128,7;829,5;958,2
Karadeniz Bölgesi;Samsun;Bafra;21956,5;26835,7;708,1;4562,9;5271
Karadeniz Bölgesi;Samsun;Çarþamba;21436,2;26199,8;691,3;4454,8;5146,1
Karadeniz Bölgesi;Samsun;Havza;6205,8;7584,8;200,1;1289,6;1489,7
Karadeniz Bölgesi;Samsun;Kavak;3349,1;4093,4;108;696;804
Karadeniz Bölgesi;Samsun;Ladik;2583,6;3157,8;83,3;536,9;620,2
Karadeniz Bölgesi;Samsun;Tekkeköy;8068,4;9861,3;260,2;1676,7;1936,9
Karadeniz Bölgesi;Samsun;Vezirköprü;14755,4;18034,3;475,9;3066,4;3542,3
Karadeniz Bölgesi;Samsun;Salýpazarý;3539,2;4325,7;114,1;735,5;849,6
Karadeniz Bölgesi;Samsun;Asarcýk;2721,7;3326,5;87,8;565,6;653,4
Karadeniz Bölgesi;Samsun;Ondokuz Mayýs;4066,3;4969,9;131,1;845;976,1
Karadeniz Bölgesi;Samsun;Yakakent;1368,6;1672,7;44,1;284,4;328,5
Karadeniz Bölgesi;Samsun;Atakum;31283,2;38235;1008,9;6501,1;7510
Karadeniz Bölgesi;Samsun;Canik;15063,4;18410,8;485,8;3130,4;3616,2
Karadeniz Bölgesi;Samsun;Ýlkadým;51294,7;62693,5;1654,3;10659,8;12314,1
Karadeniz Bölgesi;Samsun;Terme;11171,1;13653,6;360,3;2321,5;2681,8
Karadeniz Bölgesi;Samsun;Ayvacýk;3373,1;4122,6;108,8;701;809,8
Güneydoðu Anadolu Bölgesi;Siirt;Baykan;3437,4;4201,3;110,9;588,3;699,2
Güneydoðu Anadolu Bölgesi;Siirt;Eruh;2695,4;3294,4;86,9;461,3;548,2
Güneydoðu Anadolu Bölgesi;Siirt;Kurtalan;7837,6;9579,3;252,8;1341,3;1594,1
Güneydoðu Anadolu Bölgesi;Siirt;Tillo;566,3;692,2;46099;96,9;46195,9
Güneydoðu Anadolu Bölgesi;Siirt;Pervari;4221,6;5159,8;136,1;722,5;858,6
Güneydoðu Anadolu Bölgesi;Siirt;Þirvan;2967;3626,3;95,7;507,8;603,5
Güneydoðu Anadolu Bölgesi;Siirt;Merkez;21856;26712,9;704,9;3740,5;4445,4
Karadeniz Bölgesi;Sinop;Ayancýk;3506,4;4285,6;113,1;600,1;713,2
Karadeniz Bölgesi;Sinop;Boyabat;6594,2;8059,6;212,7;1128,5;1341,2
Karadeniz Bölgesi;Sinop;Duraðan;2904,8;3550,3;93,7;497,1;590,8
Karadeniz Bölgesi;Sinop;Erfelek;1781,1;2177;57,4;304,8;362,2
Karadeniz Bölgesi;Sinop;Gerze;3687,6;4507,1;118,9;631,1;750
Karadeniz Bölgesi;Sinop;Dikmen;811,9;992,3;46079;138,9;46217,9
Karadeniz Bölgesi;Sinop;Türkeli;2653;3242,6;85,6;454;539,6
Karadeniz Bölgesi;Sinop;Saraydüzü;1001,8;1224,4;32,3;171,5;203,8
Karadeniz Bölgesi;Sinop;Merkez;9541,2;11661,5;307,7;1632,9;1940,6
Ýç Anadolu Bölgesi;Sivas;Divriði;2420,9;2958,9;78,1;414,3;492,4
Ýç Anadolu Bölgesi;Sivas;Gemerek;3670,2;4485,8;118,4;628,1;746,5
Ýç Anadolu Bölgesi;Sivas;Gürün;2819,9;3446,6;90,9;482,6;573,5
Ýç Anadolu Bölgesi;Sivas;Kangal;3203,2;3915;103,3;548,2;651,5
Ýç Anadolu Bölgesi;Sivas;Ýmranlý;1219,4;1490,4;39,3;208,7;248
Ýç Anadolu Bölgesi;Sivas;Koyulhisar;2160,2;2640,2;69,7;369,7;439,4
Ýç Anadolu Bölgesi;Sivas;Altýnyayla;1376,1;1681,9;44,4;235,5;279,9
Ýç Anadolu Bölgesi;Sivas;Akýncýlar;838,9;1025,3;46049;143,6;46192,6
Ýç Anadolu Bölgesi;Sivas;Doðanþar;502,8;614,5;46069;86;46155
Ýç Anadolu Bölgesi;Sivas;Yýldýzeli;5024;6140,4;162;859,8;1021,8
Ýç Anadolu Bölgesi;Sivas;Hafik;1487,4;1818;48;254,6;302,6
Ýç Anadolu Bölgesi;Sivas;Suþehri;3792,3;4635;122,3;649;771,3
Ýç Anadolu Bölgesi;Sivas;Þarkýþla;5758,4;7038;185,7;985,5;1171,2
Ýç Anadolu Bölgesi;Sivas;Ulaþ;1431,2;1749,3;46,2;244,9;291,1
Ýç Anadolu Bölgesi;Sivas;Gölova;617,3;754,5;46284;105,6;46389,6
Ýç Anadolu Bölgesi;Sivas;Zara;3449,6;4216,2;111,3;590,4;701,7
Ýç Anadolu Bölgesi;Sivas;Merkez;55813;68215,8;1800;9551,9;11351,9
Marmara Bölgesi;Tekirdað;Çorlu;53537,1;65434,2;1726,6;11125,8;12852,4
Marmara Bölgesi;Tekirdað;Çerkezköy;33969,9;41518,8;1095,5;7059,5;8155
Marmara Bölgesi;Tekirdað;Hayrabolu;6545,3;7999,9;211,1;1360,2;1571,3
Marmara Bölgesi;Tekirdað;Malkara;10745,2;13133;346,5;2233;2579,5
Marmara Bölgesi;Tekirdað;Muratlý;5812,1;7103,7;187,4;1207,8;1395,2
Marmara Bölgesi;Tekirdað;Saray;10001,4;12224;322,5;2078,4;2400,9
Marmara Bölgesi;Tekirdað;Þarköy;6632,5;8106,4;213,9;1378,3;1592,2
Marmara Bölgesi;Tekirdað;M.Ereðlisi;5269,6;6440,6;169,9;1095,1;1265
Marmara Bölgesi;Tekirdað;Ergene;12720,8;15547,7;410,2;2643,6;3053,8
Marmara Bölgesi;Tekirdað;Kapaklý;23805,4;29095,4;767,7;4947,1;5714,8
Marmara Bölgesi;Tekirdað;Süleymanpaþa;40725,9;49776;1313,4;8463,5;9776,9
Karadeniz Bölgesi;Tokat;Artova;1292,6;1579,8;41,7;221,2;262,9
Karadeniz Bölgesi;Tokat;Almus;4200,2;5133,5;135,5;718,8;854,3
Karadeniz Bölgesi;Tokat;Erbaa;14096,7;17229,3;454,6;2412,5;2867,1
Karadeniz Bölgesi;Tokat;Niksar;9478,4;11584,7;305,7;1622,1;1927,8
Karadeniz Bölgesi;Tokat;Reþadiye;6087,1;7439,8;196,3;1041,8;1238,1
Karadeniz Bölgesi;Tokat;Yeþilyurt;1353,2;1653,9;43,6;231,6;275,2
Karadeniz Bölgesi;Tokat;Baþçiftlik;1043,3;1275,2;33,6;178,6;212,2
Karadeniz Bölgesi;Tokat;Turhal;11813,6;14438,8;381;2021,8;2402,8
Karadeniz Bölgesi;Tokat;Pazar;2119,1;2590;68,3;362,7;431
Karadeniz Bölgesi;Tokat;Merkez;29756,3;36368,8;959,6;5092,5;6052,1
Karadeniz Bölgesi;Tokat;Sulusaray;1094,1;1337,2;35,3;187,2;222,5
Karadeniz Bölgesi;Tokat;Zile;8229,9;10058,7;265,4;1408,5;1673,9
Karadeniz Bölgesi;Trabzon;Akçaabat;18264,1;22322,8;589;3795,6;4384,6
Karadeniz Bölgesi;Trabzon;Arsin;5148,9;6293,1;166,1;1070;1236,1
Karadeniz Bölgesi;Trabzon;Araklý;7316,7;8942,7;236;1520,5;1756,5
Karadeniz Bölgesi;Trabzon;Çaykara;2396,7;2929,3;77,3;498,1;575,4
Karadeniz Bölgesi;Trabzon;Of;6430,2;7859,2;207,4;1336,3;1543,7
Karadeniz Bölgesi;Trabzon;Maçka;3936;4810,7;126,9;818;944,9
Karadeniz Bölgesi;Trabzon;Dernekpazarý;621,5;759,6;20;129,1;149,1
Karadeniz Bölgesi;Trabzon;Köprübaþý;946,2;1156,5;46172;196,6;46368,6
Karadeniz Bölgesi;Trabzon;Düzköy;2145,1;2621,8;69,2;445,8;515
Karadeniz Bölgesi;Trabzon;Yomra;5857,4;7159,1;188,9;1217,3;1406,2
Karadeniz Bölgesi;Trabzon;Sürmene;4054,5;4955,6;130,8;842,6;973,4
Karadeniz Bölgesi;Trabzon;Þalpazarý;1764,1;2156,2;56,9;366,6;423,5
Karadeniz Bölgesi;Trabzon;Beþikdüzü;3345,3;4088,7;107,9;695,2;803,1
Karadeniz Bölgesi;Trabzon;Vakfýkebir;4170;5096,7;134,5;866,6;1001,1
Karadeniz Bölgesi;Trabzon;Çarþýbaþý;2414,7;2951,3;77,9;501,8;579,7
Karadeniz Bölgesi;Trabzon;Hayrat;1522,3;1860,6;49,1;316,4;365,5
Karadeniz Bölgesi;Trabzon;Tonya;2157,1;2636,4;69,6;448,3;517,9
Karadeniz Bölgesi;Trabzon;Ortahisar;46937,4;57367,9;1513,7;9754,3;11268
Doðu Anadolu Bölgesi;Tunceli;Çemiþgezek;1096,8;1340,5;35,4;187,7;223,1
Doðu Anadolu Bölgesi;Tunceli;Hozat;905,5;1106,7;29,2;155;184,2
Doðu Anadolu Bölgesi;Tunceli;Mazgirt;1107,7;1353,9;35,7;189,6;225,3
Doðu Anadolu Bölgesi;Tunceli;Nazýmiye;472,9;578;46096;80,9;46176,9
Doðu Anadolu Bölgesi;Tunceli;Ovacýk;919,5;1123,9;46232;157,4;46389,4
Doðu Anadolu Bölgesi;Tunceli;Pertek;1533,3;1874;49,4;262,4;311,8
Doðu Anadolu Bölgesi;Tunceli;Pülümür;494,1;603,9;46280;84,6;46364,6
Doðu Anadolu Bölgesi;Tunceli;Merkez;5059,4;6183,7;163,2;865,9;1029,1
Güneydoðu Anadolu Bölgesi;Þanlýurfa;Akçakale;14873,7;18179;479,7;3091;3570,7
Güneydoðu Anadolu Bölgesi;Þanlýurfa;Ceylanpýnar;11521,7;14082,1;371,6;2394,4;2766
Güneydoðu Anadolu Bölgesi;Þanlýurfa;Birecik;12502,6;15280,9;403,2;2598,2;3001,4
Güneydoðu Anadolu Bölgesi;Þanlýurfa;Bozova;7695,4;9405,5;248,2;1599,2;1847,4
Güneydoðu Anadolu Bölgesi;Þanlýurfa;Halfeti;5406,1;6607,4;174,3;1123,5;1297,8
Güneydoðu Anadolu Bölgesi;Þanlýurfa;Hilvan;5627,7;6878,3;181,5;1169,5;1351
Güneydoðu Anadolu Bölgesi;Þanlýurfa;Suruç;13705,3;16750,9;442;2848,2;3290,2
Güneydoðu Anadolu Bölgesi;Þanlýurfa;Viranþehir;25742,6;31463,1;830,2;5349,7;6179,9
Güneydoðu Anadolu Bölgesi;Þanlýurfa;Harran;11542,6;14107,6;372,2;2398,7;2770,9
Güneydoðu Anadolu Bölgesi;Þanlýurfa;Siverek;33936;41477,4;1094,4;7052,4;8146,8
Güneydoðu Anadolu Bölgesi;Þanlýurfa;Eyyübüye;49816,8;60887,2;1606,6;10352,7;11959,3
Güneydoðu Anadolu Bölgesi;Þanlýurfa;Haliliye;49439,4;60425,9;1594,4;10274,3;11868,7
